id_sujet,serie,trial,item,correct,key_press,correct_response,rt,time_elapsed,test_part
2,1,3,3,1.0,8,8,731.435,125942,trial_1_3_3
2,1,3,4,1.0,6,6,1527.59,127470,trial_1_3_4
2,1,3,5,1.0,1,1,845.495,128316,trial_1_3_5
2,1,4,1,1.0,5,5,1580.61,137406,trial_1_4_1
2,1,4,2,1.0,2,2,788.75,138195,trial_1_4_2
2,1,4,3,,6,1,769.425,138966,trial_1_4_3
2,1,4,4,,1,4,779.13,139746,trial_1_4_4
2,1,4,5,1.0,7,7,639.41,140386,trial_1_4_5
2,1,4,6,1.0,8,8,4065.66,144452,trial_1_4_6
2,1,5,1,1.0,1,1,1167.77,154130,trial_1_5_1
2,1,5,2,1.0,6,6,1162.88,155293,trial_1_5_2
2,1,5,3,1.0,5,5,541.435,155835,trial_1_5_3
2,1,5,4,,7,8,1087.54,156923,trial_1_5_4
2,1,5,5,,8,9,739.55,157663,trial_1_5_5
2,1,5,6,,9,7,983.34,158647,trial_1_5_6
2,1,5,7,,2,3,1419.58,160067,trial_1_5_7
2,1,6,1,1.0,7,7,1500.56,170076,trial_1_6_1
2,1,6,2,1.0,3,3,928.725,171005,trial_1_6_2
2,1,6,3,,9,1,939.445,171945,trial_1_6_3
2,1,6,4,1.0,5,5,2819.67,174765,trial_1_6_4
2,1,6,5,,2,6,1515.52,176281,trial_1_6_5
2,1,6,6,,1,9,610.275,176893,trial_1_6_6
2,1,6,7,,3,4,5953.38,182847,trial_1_6_7
2,1,7,1,1.0,1,1,1221.17,191581,trial_1_7_1
2,1,7,2,,8,9,1366.31,192948,trial_1_7_2
2,1,7,3,,2,8,1078.53,194027,trial_1_7_3
2,1,7,4,,5,2,2884.63,196912,trial_1_7_4
2,1,7,5,,6,7,427.395,197340,trial_1_7_5
2,1,7,6,,7,5,1789.5,199130,trial_1_7_6
2,1,8,1,,1,9,2228.3,209867,trial_1_8_1
2,1,8,2,,2,1,583.49,210451,trial_1_8_2
2,1,8,3,,3,2,620.61,211072,trial_1_8_3
2,1,8,4,,6,3,865.415,211938,trial_1_8_4
2,1,8,5,,7,6,2239.6,214178,trial_1_8_5
2,1,8,6,,8,7,511.665,214690,trial_1_8_6
2,1,8,7,,9,5,6014.27,220706,trial_1_8_7
2,1,9,1,1.0,5,5,1254.75,230472,trial_1_9_1
2,1,9,2,1.0,1,1,834.365,231307,trial_1_9_2
2,1,9,3,,7,9,726.74,232035,trial_1_9_3
2,1,9,4,,9,4,747.53,232783,trial_1_9_4
2,1,9,5,,3,8,829.495,233613,trial_1_9_5
2,1,9,6,,5,7,671.45,234285,trial_1_9_6
2,1,9,7,,8,3,2891.58,237177,trial_1_9_7
2,1,10,1,1.0,2,2,397.365,247083,trial_1_10_1
2,1,10,2,,3,9,1670.85,248754,trial_1_10_2
2,1,10,3,,6,3,1369.64,250125,trial_1_10_3
2,1,10,4,,5,6,585.43,250711,trial_1_10_4
2,1,10,5,,3,8,551.545,251263,trial_1_10_5
2,1,10,6,,8,7,569.485,251833,trial_1_10_6
2,1,10,7,,7,1,2995.62,254829,trial_1_10_7
2,1,10,8,1.0,5,5,7007.32,261837,trial_1_10_8
2,1,11,1,1.0,1,1,822.255,272175,trial_1_11_1
2,1,11,2,1.0,8,8,899.99,273076,trial_1_11_2
2,1,11,3,1.0,9,9,559.3,273636,trial_1_11_3
2,1,11,4,1.0,3,3,725.49,274362,trial_1_11_4
2,1,11,5,1.0,7,7,797.465,275160,trial_1_11_5
2,1,11,6,1.0,2,2,1293.41,276454,trial_1_11_6
2,1,11,7,,5,4,669.57,277124,trial_1_11_7
2,1,11,8,,4,6,4143.65,281268,trial_1_11_8
2,1,12,1,1.0,1,1,1430.11,293207,trial_1_12_1
2,1,12,2,1.0,2,2,427.5,293635,trial_1_12_2
2,1,12,3,,3,6,1466.24,295102,trial_1_12_3
2,1,12,4,,7,5,1534.79,296638,trial_1_12_4
2,1,12,5,,6,9,565.495,297204,trial_1_12_5
2,1,12,6,,8,7,923.47,298128,trial_1_12_6
2,1,12,7,,7,8,1561.57,299690,trial_1_12_7
2,1,12,8,1.0,4,4,1807.52,301498,trial_1_12_8
2,1,12,9,,5,3,4047.32,305546,trial_1_12_9
2,1,13,1,1.0,6,6,1366.94,317422,trial_1_13_1
2,1,13,2,1.0,7,7,689.83,318113,trial_1_13_2
2,1,13,3,1.0,3,3,640.495,318754,trial_1_13_3
2,1,13,4,,1,5,752.475,319507,trial_1_13_4
2,1,13,5,,5,1,2181.52,321689,trial_1_13_5
2,1,13,6,,6,9,733.515,322423,trial_1_13_6
2,1,13,7,,3,4,2429.66,324853,trial_1_13_7
2,1,13,8,1.0,8,8,2792.17,327646,trial_1_13_8
2,1,13,9,,4,2,3089.02,330735,trial_1_13_9
2,1,14,1,1.0,9,9,3197.66,343447,trial_1_14_1
2,1,14,2,,1,8,1269.45,344717,trial_1_14_2
2,1,14,3,,2,1,477.345,345195,trial_1_14_3
2,1,14,4,,3,6,529.455,345725,trial_1_14_4
2,1,14,5,,6,3,1793.6,347520,trial_1_14_5
2,1,14,6,,7,5,607.44,348128,trial_1_14_6
2,1,14,7,,8,2,661.43,348790,trial_1_14_7
2,1,14,8,,4,7,1355.6,350146,trial_1_14_8
2,2,1,1,1.0,1,1,1111.19,398840,trial_2_1_1
2,2,1,2,1.0,2,2,525.36,399366,trial_2_1_2
2,2,1,3,,3,5,453.49,399820,trial_2_1_3
2,2,2,1,1.0,3,3,1647.42,406975,trial_2_2_1
2,2,2,2,1.0,5,5,794.815,407771,trial_2_2_2
2,2,2,3,1.0,4,4,519.44,408291,trial_2_2_3
2,2,2,4,1.0,8,8,1143.56,409435,trial_2_2_4
2,2,3,1,1.0,2,2,1378.23,417319,trial_2_3_1
2,2,3,2,1.0,7,7,785.875,418105,trial_2_3_2
2,2,3,3,1.0,8,8,1164.47,419270,trial_2_3_3
2,2,3,4,1.0,3,3,1451.56,420722,trial_2_3_4
2,2,3,5,,1,5,2695.5,423419,trial_2_3_5
2,2,4,1,1.0,5,5,1542.54,432469,trial_2_4_1
2,2,4,2,1.0,6,6,436.68,432906,trial_2_4_2
2,2,4,3,,7,9,667.525,433574,trial_2_4_3
2,2,4,4,,9,2,747.47,434322,trial_2_4_4
2,2,4,5,,2,4,1011.54,435334,trial_2_4_5
2,2,4,6,,1,7,753.55,436088,trial_2_4_6
2,2,5,1,1.0,5,5,3281.8,447882,trial_2_5_1
2,2,5,2,1.0,8,8,649.595,448532,trial_2_5_2
2,2,5,3,1.0,4,4,1577.54,450110,trial_2_5_3
2,2,5,4,,2,6,1579.46,451690,trial_2_5_4
2,2,5,5,1.0,1,1,1003.43,452694,trial_2_5_5
2,2,5,6,1.0,7,7,1515.68,454210,trial_2_5_6
2,2,5,7,,3,2,3848.26,458059,trial_2_5_7
2,2,6,1,,7,9,1857.86,468429,trial_2_6_1
2,2,6,2,,1,7,868.78,469298,trial_2_6_2
2,2,6,3,,6,1,751.55,470050,trial_2_6_3
2,2,6,4,,3,6,1669.54,471720,trial_2_6_4
2,2,6,5,,5,3,497.57,472218,trial_2_6_5
2,2,6,6,,2,4,2468.56,474687,trial_2_6_6
2,2,6,7,,8,5,3025.52,477714,trial_2_6_7
2,2,7,1,1.0,4,4,544.78,485767,trial_2_7_1
2,2,7,2,1.0,6,6,724.955,486492,trial_2_7_2
2,2,7,3,1.0,1,1,657.435,487150,trial_2_7_3
2,2,7,4,1.0,8,8,1269.45,488420,trial_2_7_4
2,2,7,5,,7,2,514.42,488935,trial_2_7_5
2,2,7,6,,2,7,1813.56,490749,trial_2_7_6
2,2,8,1,,1,5,715.74,499974,trial_2_8_1
2,2,8,2,,3,1,690.98,500666,trial_2_8_2
2,2,8,3,,9,3,1403.43,502070,trial_2_8_3
2,2,8,4,,5,6,737.515,502808,trial_2_8_4
2,2,8,5,,7,2,1011.42,503820,trial_2_8_5
2,2,8,6,,3,7,1024.44,504845,trial_2_8_6
2,2,8,7,,5,8,2905.62,507751,trial_2_8_7
2,2,9,1,,8,6,314.45,516575,trial_2_9_1
2,2,9,2,,7,8,753.575,517330,trial_2_9_2
2,2,9,3,,6,7,865.455,518196,trial_2_9_3
2,2,9,4,1.0,5,5,637.48,518834,trial_2_9_4
2,2,9,5,,1,9,685.555,519520,trial_2_9_5
2,2,9,6,,3,1,657.455,520178,trial_2_9_6
2,2,9,7,1.0,2,2,1688.52,521867,trial_2_9_7
2,2,10,1,1.0,8,8,395.21,531772,trial_2_10_1
2,2,10,2,1.0,2,2,1086.79,532859,trial_2_10_2
2,2,10,3,1.0,5,5,913.545,533773,trial_2_10_3
2,2,10,4,1.0,6,6,575.505,534349,trial_2_10_4
2,2,10,5,,2,1,1150.49,535500,trial_2_10_5
2,2,10,6,,8,4,893.575,536395,trial_2_10_6
2,2,10,7,1.0,7,7,491.39,536887,trial_2_10_7
2,2,10,8,,4,3,2655.64,539543,trial_2_10_8
2,2,11,1,1.0,9,9,374.035,549426,trial_2_11_1
2,2,11,2,1.0,2,2,871.795,550298,trial_2_11_2
2,2,11,3,1.0,4,4,851.56,551150,trial_2_11_3
2,2,11,4,1.0,5,5,1921.49,553072,trial_2_11_4
2,2,11,5,1.0,6,6,697.565,553770,trial_2_11_5
2,2,11,6,1.0,7,7,569.475,554340,trial_2_11_6
2,2,11,7,,2,1,969.615,555311,trial_2_11_7
2,2,11,8,1.0,3,3,1677.51,556989,trial_2_11_8
2,2,12,1,1.0,4,4,1221.22,568723,trial_2_12_1
2,2,12,2,1.0,6,6,752.975,569476,trial_2_12_2
2,2,12,3,1.0,3,3,617.4,570094,trial_2_12_3
2,2,12,4,1.0,1,1,803.475,570898,trial_2_12_4
2,2,12,5,,7,2,465.46,571364,trial_2_12_5
2,2,12,6,,8,7,1389.59,572754,trial_2_12_6
2,2,12,7,,2,9,1176.99,573933,trial_2_12_7
2,2,12,8,,3,5,1929.48,575863,trial_2_12_8
2,2,12,9,,7,8,2553.62,578417,trial_2_12_9
2,2,13,1,1.0,3,3,1126.89,590053,trial_2_13_1
2,2,13,2,1.0,1,1,888.865,590942,trial_2_13_2
2,2,13,3,1.0,7,7,675.79,591619,trial_2_13_3
2,2,13,4,,5,2,1133.26,592752,trial_2_13_4
2,2,13,5,1.0,6,6,595.445,593348,trial_2_13_5
2,2,13,6,,7,5,993.595,594343,trial_2_13_6
2,2,13,7,,8,4,435.525,594779,trial_2_13_7
2,2,13,8,,2,9,3234.52,598014,trial_2_13_8
2,2,13,9,1.0,8,8,1815.33,599830,trial_2_13_9
2,2,14,1,1.0,3,3,618.38,609957,trial_2_14_1
2,2,14,2,1.0,4,4,640.825,610598,trial_2_14_2
2,2,14,3,1.0,8,8,1033.41,611632,trial_2_14_3
2,2,14,4,1.0,5,5,804.65,612438,trial_2_14_4
2,2,14,5,1.0,2,2,1161.41,613600,trial_2_14_5
2,2,14,6,,7,1,1627.52,615228,trial_2_14_6
2,2,14,7,,6,7,803.46,616032,trial_2_14_7
2,2,14,8,,2,9,1999.39,618032,trial_2_14_8
2,3,1,1,1.0,6,6,1569.18,667155,trial_3_1_1
2,3,1,2,1.0,3,3,446.71,667603,trial_3_1_2
2,3,1,3,1.0,9,9,791.56,668395,trial_3_1_3
2,3,2,1,1.0,7,7,1460.15,675363,trial_3_2_1
2,3,2,2,1.0,5,5,1078.81,676442,trial_3_2_2
2,3,2,3,1.0,3,3,593.495,677036,trial_3_2_3
2,3,2,4,1.0,2,2,729.635,677767,trial_3_2_4
2,3,3,1,1.0,7,7,1236.18,685510,trial_3_3_1
2,3,3,2,1.0,3,3,848.815,686359,trial_3_3_2
2,3,3,3,1.0,5,5,527.36,686887,trial_3_3_3
2,3,3,4,1.0,8,8,975.59,687863,trial_3_3_4
2,3,3,5,1.0,4,4,429.435,688293,trial_3_3_5
2,3,4,1,1.0,1,1,1090.28,696893,trial_3_4_1
2,3,4,2,1.0,6,6,1444.81,698339,trial_3_4_2
2,3,4,3,1.0,8,8,1119.51,699459,trial_3_4_3
2,3,4,4,1.0,3,3,613.475,700073,trial_3_4_4
2,3,4,5,,7,5,673.49,700747,trial_3_4_5
2,3,4,6,,3,7,2195.54,702943,trial_3_4_6
2,3,5,1,1.0,1,1,574.76,712027,trial_3_5_1
2,3,5,2,1.0,2,2,656.935,712685,trial_3_5_2
2,3,5,3,1.0,5,5,739.425,713425,trial_3_5_3
2,3,5,4,,8,3,827.53,714253,trial_3_5_4
2,3,5,5,,3,7,1157.4,715411,trial_3_5_5
2,3,5,6,,8,9,743.475,716155,trial_3_5_6
2,3,5,7,,7,8,381.44,716537,trial_3_5_7
2,3,6,1,1.0,1,1,938.105,725983,trial_3_6_1
2,3,6,2,1.0,6,6,1066.89,727050,trial_3_6_2
2,3,6,3,1.0,9,9,903.545,727954,trial_3_6_3
2,3,6,4,1.0,5,5,609.45,728564,trial_3_6_4
2,3,6,5,1.0,8,8,797.38,729363,trial_3_6_5
2,3,6,6,1.0,2,2,1041.48,730405,trial_3_6_6
2,3,6,7,1.0,3,3,2939.54,733345,trial_3_6_7
2,3,7,1,1.0,2,2,1721.65,742577,trial_3_7_1
2,3,7,2,1.0,6,6,682.795,743260,trial_3_7_2
2,3,7,3,1.0,4,4,563.505,743824,trial_3_7_3
2,3,7,4,1.0,8,8,1053.5,744878,trial_3_7_4
2,3,7,5,1.0,5,5,917.48,745796,trial_3_7_5
2,3,7,6,1.0,3,3,447.545,746244,trial_3_7_6
2,3,8,1,1.0,1,1,934.705,755691,trial_3_8_1
2,3,8,2,1.0,8,8,861.79,756553,trial_3_8_2
2,3,8,3,1.0,9,9,662.43,757216,trial_3_8_3
2,3,8,4,1.0,4,4,629.46,757846,trial_3_8_4
2,3,8,5,1.0,5,5,583.43,758430,trial_3_8_5
2,3,8,6,1.0,3,3,1301.54,759732,trial_3_8_6
2,3,8,7,,7,2,971.43,760704,trial_3_8_7
2,3,9,1,1.0,5,5,1300.25,770512,trial_3_9_1
2,3,9,2,1.0,6,6,714.465,771227,trial_3_9_2
2,3,9,3,1.0,4,4,816.565,772044,trial_3_9_3
2,3,9,4,1.0,3,3,1328.54,773373,trial_3_9_4
2,3,9,5,,8,1,857.45,774231,trial_3_9_5
2,3,9,6,,7,9,357.38,774589,trial_3_9_6
2,3,9,7,,2,7,673.315,775263,trial_3_9_7
2,3,10,1,1.0,6,6,1402.89,786179,trial_3_10_1
2,3,10,2,1.0,1,1,804.86,786985,trial_3_10_2
2,3,10,3,1.0,4,4,607.575,787593,trial_3_10_3
2,3,10,4,1.0,2,2,1515.42,789109,trial_3_10_4
2,3,10,5,1.0,7,7,841.5,789951,trial_3_10_5
2,3,10,6,1.0,8,8,637.505,790589,trial_3_10_6
2,3,10,7,1.0,9,9,661.195,791251,trial_3_10_7
2,3,10,8,,3,5,1233.44,792485,trial_3_10_8
2,3,11,1,1.0,2,2,1142.15,803141,trial_3_11_1
2,3,11,2,1.0,3,3,665.0,803807,trial_3_11_2
2,3,11,3,1.0,6,6,959.305,804767,trial_3_11_3
2,3,11,4,,8,9,735.535,805503,trial_3_11_4
2,3,11,5,1.0,7,7,2159.52,807663,trial_3_11_5
2,3,11,6,,9,8,717.45,808381,trial_3_11_6
2,3,11,7,,6,4,809.415,809191,trial_3_11_7
2,3,11,8,1.0,5,5,275.505,809467,trial_3_11_8
2,3,12,1,1.0,8,8,1756.72,821739,trial_3_12_1
2,3,12,2,,9,2,624.865,822365,trial_3_12_2
2,3,12,3,1.0,1,1,1007.59,823373,trial_3_12_3
2,3,12,4,1.0,7,7,1079.44,824453,trial_3_12_4
2,3,12,5,,9,3,2233.54,826687,trial_3_12_5
2,3,12,6,1.0,5,5,909.085,827597,trial_3_12_6
2,3,12,7,,3,9,556.41,828154,trial_3_12_7
2,3,12,8,1.0,4,4,2625.65,830781,trial_3_12_8
2,3,12,9,,2,6,2216.0,832997,trial_3_12_9
2,3,13,1,1.0,3,3,1301.54,844809,trial_3_13_1
2,3,13,2,1.0,8,8,1136.86,845946,trial_3_13_2
2,3,13,3,1.0,5,5,875.65,846822,trial_3_13_3
2,3,13,4,1.0,2,2,869.415,847692,trial_3_13_4
2,3,13,5,,7,4,619.45,848312,trial_3_13_5
2,3,13,6,,6,1,1941.62,850255,trial_3_13_6
2,3,13,7,1.0,9,9,459.365,850715,trial_3_13_7
2,3,13,8,,2,6,849.36,851565,trial_3_13_8
2,3,13,9,,6,7,3580.38,855146,trial_3_13_9
2,3,14,1,1.0,8,8,822.395,865479,trial_3_14_1
2,3,14,2,1.0,9,9,702.865,866182,trial_3_14_2
2,3,14,3,,2,1,807.53,866990,trial_3_14_3
2,3,14,4,,1,7,685.09,867676,trial_3_14_4
2,3,14,5,,6,2,685.515,868362,trial_3_14_5
2,3,14,6,,5,6,413.395,868776,trial_3_14_6
2,3,14,7,,7,5,373.46,869150,trial_3_14_7
2,3,14,8,1.0,3,3,2273.7,871425,trial_3_14_8
2,4,1,1,1.0,1,1,1466.77,913625,trial_4_1_1
2,4,1,2,1.0,8,8,1150.8,914776,trial_4_1_2
2,4,1,3,1.0,2,2,653.42,915430,trial_4_1_3
2,4,2,1,1.0,6,6,2216.57,923153,trial_4_2_1
2,4,2,2,1.0,1,1,644.305,923798,trial_4_2_2
2,4,2,3,1.0,3,3,794.595,924593,trial_4_2_3
2,4,2,4,1.0,5,5,655.515,925249,trial_4_2_4
2,4,3,1,1.0,3,3,2296.92,934054,trial_4_3_1
2,4,3,2,1.0,2,2,608.795,934664,trial_4_3_2
2,4,3,3,1.0,6,6,595.23,935260,trial_4_3_3
2,4,3,4,1.0,4,4,674.495,935935,trial_4_3_4
2,4,3,5,1.0,7,7,927.5,936863,trial_4_3_5
2,4,4,1,1.0,3,3,1452.21,945822,trial_4_4_1
2,4,4,2,1.0,1,1,626.685,946449,trial_4_4_2
2,4,4,3,1.0,2,2,1473.51,947924,trial_4_4_3
2,4,4,4,,8,9,1241.47,949166,trial_4_4_4
2,4,4,5,1.0,5,5,762.51,949929,trial_4_4_5
2,4,4,6,,7,4,780.535,950710,trial_4_4_6
2,4,5,1,1.0,4,4,1778.3,960996,trial_4_5_1
2,4,5,2,1.0,8,8,1230.86,962228,trial_4_5_2
2,4,5,3,1.0,7,7,421.485,962650,trial_4_5_3
2,4,5,4,1.0,2,2,1071.5,963722,trial_4_5_4
2,4,5,5,1.0,3,3,521.44,964244,trial_4_5_5
2,4,5,6,1.0,1,1,705.55,964950,trial_4_5_6
2,4,5,7,1.0,9,9,539.525,965490,trial_4_5_7
2,4,6,1,1.0,1,1,946.65,974948,trial_4_6_1
2,4,6,2,1.0,2,2,908.55,975857,trial_4_6_2
2,4,6,3,,8,9,965.41,976823,trial_4_6_3
2,4,6,4,1.0,5,5,1893.47,978717,trial_4_6_4
2,4,6,5,1.0,8,8,1657.53,980375,trial_4_6_5
2,4,6,6,,1,3,837.56,981214,trial_4_6_6
2,4,6,7,,2,7,444.4,981658,trial_4_6_7
2,4,7,1,1.0,4,4,2114.93,991284,trial_4_7_1
2,4,7,2,1.0,9,9,1234.49,992519,trial_4_7_2
2,4,7,3,1.0,6,6,763.385,993283,trial_4_7_3
2,4,7,4,1.0,2,2,1215.55,994499,trial_4_7_4
2,4,7,5,1.0,7,7,1515.61,996015,trial_4_7_5
2,4,7,6,1.0,1,1,499.27,996515,trial_4_7_6
2,4,8,1,1.0,8,8,826.97,1005854,trial_4_8_1
2,4,8,2,1.0,7,7,363.73,1006219,trial_4_8_2
2,4,8,3,1.0,9,9,1173.47,1007393,trial_4_8_3
2,4,8,4,1.0,4,4,669.535,1008063,trial_4_8_4
2,4,8,5,,7,6,663.47,1008727,trial_4_8_5
2,4,8,6,,5,1,537.435,1009265,trial_4_8_6
2,4,8,7,,1,5,475.46,1009741,trial_4_8_7
2,4,9,1,1.0,4,4,1584.78,1019839,trial_4_9_1
2,4,9,2,,9,7,1198.78,1021039,trial_4_9_2
2,4,9,3,1.0,1,1,823.43,1021863,trial_4_9_3
2,4,9,4,1.0,3,3,1343.53,1023207,trial_4_9_4
2,4,9,5,,7,9,1011.47,1024219,trial_4_9_5
2,4,9,6,,4,8,3007.62,1027227,trial_4_9_6
2,4,9,7,,8,5,2468.65,1029696,trial_4_9_7
2,4,10,1,1.0,1,1,986.835,1040197,trial_4_10_1
2,4,10,2,1.0,6,6,1026.48,1041225,trial_4_10_2
2,4,10,3,1.0,7,7,689.545,1041915,trial_4_10_3
2,4,10,4,1.0,8,8,777.58,1042693,trial_4_10_4
2,4,10,5,,6,4,2526.69,1045220,trial_4_10_5
2,4,10,6,1.0,5,5,447.28,1045668,trial_4_10_6
2,4,10,7,,7,3,977.48,1046646,trial_4_10_7
2,4,10,8,,3,9,635.51,1047282,trial_4_10_8
2,4,11,1,1.0,2,2,1741.63,1058534,trial_4_11_1
2,4,11,2,1.0,3,3,492.515,1059028,trial_4_11_2
2,4,11,3,1.0,5,5,563.5,1059592,trial_4_11_3
2,4,11,4,1.0,4,4,413.475,1060006,trial_4_11_4
2,4,11,5,1.0,7,7,1025.54,1061032,trial_4_11_5
2,4,11,6,1.0,8,8,609.49,1061642,trial_4_11_6
2,4,11,7,,2,6,953.46,1062596,trial_4_11_7
2,4,11,8,,6,1,1327.55,1063924,trial_4_11_8
2,4,12,1,,4,7,1654.55,1076088,trial_4_12_1
2,4,12,2,,2,3,502.74,1076591,trial_4_12_2
2,4,12,3,1.0,8,8,1929.59,1078522,trial_4_12_3
2,4,12,4,1.0,5,5,529.59,1079052,trial_4_12_4
2,4,12,5,,7,4,1305.4,1080358,trial_4_12_5
2,4,12,6,1.0,2,2,1243.63,1081602,trial_4_12_6
2,4,12,7,,1,6,289.315,1081892,trial_4_12_7
2,4,12,8,,3,9,3173.77,1085066,trial_4_12_8
2,4,12,9,,9,1,2845.31,1087912,trial_4_12_9
2,4,13,1,1.0,4,4,1136.52,1099558,trial_4_13_1
2,4,13,2,1.0,1,1,552.76,1100112,trial_4_13_2
2,4,13,3,1.0,7,7,1013.53,1101126,trial_4_13_3
2,4,13,4,1.0,5,5,707.495,1101834,trial_4_13_4
2,4,13,5,,9,3,1447.65,1103282,trial_4_13_5
2,4,13,6,,7,6,537.8,1103820,trial_4_13_6
2,4,13,7,,8,2,517.04,1104338,trial_4_13_7
2,4,13,8,,3,9,528.585,1104867,trial_4_13_8
2,4,13,9,,5,8,1999.55,1106867,trial_4_13_9
2,4,14,1,1.0,3,3,1400.66,1117776,trial_4_14_1
2,4,14,2,1.0,8,8,856.75,1118634,trial_4_14_2
2,4,14,3,1.0,6,6,559.42,1119194,trial_4_14_3
2,4,14,4,1.0,2,2,1116.43,1120311,trial_4_14_4
2,4,14,5,,7,4,1005.44,1121317,trial_4_14_5
2,4,14,6,,6,1,1175.52,1122493,trial_4_14_6
2,4,14,7,,5,9,593.495,1123087,trial_4_14_7
2,4,14,8,,1,7,703.51,1123791,trial_4_14_8
